135,"[0, 2939.8562139927612, 2512.326327948395]","[1, 2552.9815122551236, 2704.1585640089534]","[2, 2398.866463181612, 2313.637286531699]","[3, 2399.963703780325, 2132.0660040526695]","[4, 2433.4606280159646, 2156.404626143259]","[5, 2588.0452051847174, 2481.952440992492]","[6, 2439.6088304387504, 2167.4775670395047]","[7, 2365.019464008889, 2738.4398896009857]","[8, 2672.3990790525127, 2612.820837618252]","[9, 2424.140890371499, 2780.1406753828282]","[10, 2560.4198560696505, 2219.3202260435164]","[11, 2427.694042464349, 2154.4631184506998]","[12, 2909.685683338146, 2523.822327553811]","[13, 2688.0014269211156, 2341.33034708685]","[14, 2372.2156045175057, 2548.0718742787562]","[15, 2383.400629624061, 2591.175301424878]","[16, 2585.1914250567265, 2229.9061871896574]","[17, 2807.736919175341, 2490.460339184192]","[18, 2558.5198040207847, 2716.105204205914]","[19, 2324.223936921574, 2918.7683745444597]","[20, 2741.2001188129075, 2589.19649024608]","[21, 2455.4898475119576, 2418.240065853388]","[22, 2920.7851444165112, 2521.358583177899]","[23, 2555.018260973698, 2457.044921335229]","[24, 2781.763847176169, 2585.306679674961]"
136,"[0, 2942.8524592838035, 2512.176280769456]","[1, 2554.4618524455527, 2706.7678920681674]","[2, 2397.1857623075625, 2311.15228259368]","[3, 2400.3653417016762, 2129.093011119591]","[4, 2435.0104906546426, 2153.835983349636]","[5, 2589.629709050591, 2479.4050212196566]","[6, 2442.582712689091, 2167.872566230782]","[7, 2364.7294986196034, 2741.4258433971813]","[8, 2674.5428936434673, 2614.9194226176287]","[9, 2424.450999673567, 2783.1246043733995]","[10, 2562.1509521811017, 2216.8700615076295]","[11, 2429.4202815877243, 2152.0095295509595]","[12, 2912.644971521313, 2524.3148856204066]","[13, 2685.533328557682, 2339.6249173848637]","[14, 2369.291989649588, 2547.399210838327]","[15, 2380.9512504990435, 2592.9075086589955]","[16, 2587.048541788342, 2227.5501062391904]","[17, 2807.7364424797784, 2487.460339222065]","[18, 2560.524708970218, 2718.3368753608424]","[19, 2322.9241002514036, 2921.4721542379407]","[20, 2739.256396810342, 2591.4816477410336]","[21, 2458.475496328341, 2417.9469768818617]","[22, 2923.0135315218236, 2519.350028745259]","[23, 2557.6961696354974, 2455.6925880926215]","[24, 2778.764597760851, 2585.3737836592977]"
137,"[0, 2945.8272736140116, 2511.7883636381152]","[1, 2552.967341475381, 2704.1666544857776]","[2, 2395.6470522082977, 2308.5769435421334]","[3, 2400.7841244198194, 2126.122384748776]","[4, 2436.4716505185447, 2151.215866586566]","[5, 2591.2736920697153, 2476.89557509893]","[6, 2445.1261115651105, 2169.463516310911]","[7, 2363.2015553466426, 2744.0075849323885]","[8, 2676.4599520086635, 2617.2269943336173]","[9, 2426.0502827448418, 2780.586436991619]","[10, 2563.930306147578, 2214.454714853009]","[11, 2431.0956467392684, 2149.5209252013306]","[12, 2915.6331658981253, 2524.58076974251]","[13, 2684.880883006748, 2336.6967242896144]","[14, 2367.1055662172357, 2545.345055884468]","[15, 2378.382405327958, 2594.457035840748]","[16, 2585.7396140395504, 2224.8507159101637]","[17, 2807.6071463234634, 2484.463126766472]","[18, 2558.3423492288343, 2716.278403607529]","[19, 2321.624263581233, 2924.1759339314217]","[20, 2737.268696047505, 2593.728655902438]","[21, 2461.474217606835, 2417.859394384142]","[22, 2925.3487248495335, 2517.466714612614]","[23, 2560.381363434206, 2454.3547785907203]","[24, 2775.87049534728, 2586.1638287338124]"
138,"[0, 2948.7854651609096, 2511.289261672721]","[1, 2554.356466308566, 2706.8256641130315]","[2, 2398.2312028016554, 2310.100808926887]","[3, 2401.1825441950036, 2123.1489588319682]","[4, 2437.794358372712, 2148.5232017480603]","[5, 2592.98419529271, 2474.4309901999814]","[6, 2442.1278310115613, 2169.565072808532]","[7, 2364.4132187866435, 2741.2631593625897]","[8, 2678.289426825774, 2619.604602773533]","[9, 2426.5979821181704, 2783.5360175374685]","[10, 2565.4562085676143, 2211.8717665754534]","[11, 2432.3887170568833, 2146.8139030082734]","[12, 2915.765554788186, 2521.5836923024376]","[13, 2683.9300243257744, 2333.8514004470935]","[14, 2364.8330000741785, 2543.386627145547]","[15, 2375.447299945675, 2593.83642614465]","[16, 2584.530839147437, 2222.1050168625266]","[17, 2807.2590417145157, 2481.4833913451253]","[18, 2560.325374739414, 2718.5295388376717]","[19, 2320.324426911063, 2926.8797136249027]","[20, 2735.362244801063, 2596.0449986328945]","[21, 2464.4454219382387, 2418.2740566817383]","[22, 2927.668977831166, 2515.5650242852407]","[23, 2563.087910206156, 2453.0607134566376]","[24, 2777.4363740610197, 2583.6049180566183]"
139,"[0, 2951.6640860761754, 2510.4445477411473]","[1, 2554.9616792188453, 2709.763982906701]","[2, 2400.9706187030315, 2311.323756398894]","[3, 2401.0315666690008, 2120.152760276024]","[4, 2438.5731370550043, 2145.6260473227653]","[5, 2594.7884558489973, 2472.034191534047]","[6, 2439.3909569931375, 2168.336447313405]","[7, 2363.5927588744325, 2744.1487867696633]","[8, 2680.400169086219, 2621.736448713082]","[9, 2426.431213276087, 2786.53137864313]","[10, 2567.0595085332666, 2209.336134658132]","[11, 2433.499061027369, 2144.026944761868]","[12, 2915.8577032348294, 2518.5851078591077]","[13, 2682.9995138574923, 2330.999357272733]","[14, 2361.855085654489, 2543.023273723923]","[15, 2372.8115100781765, 2595.2691200318404]","[16, 2583.4273906315684, 2219.315321292607]","[17, 2806.659194114119, 2478.543972549462]","[18, 2562.2397771672536, 2720.839314442418]","[19, 2319.0245902408924, 2929.5834933183837]","[20, 2733.9285594437442, 2598.680249341311]","[21, 2467.396120412056, 2418.8157009530205]","[22, 2929.990421105073, 2513.6647871616083]","[23, 2565.8239011485675, 2451.8301227192105]","[24, 2779.3894418211194, 2581.3277429811224]"
140,"[0, 2954.4968663848163, 2509.4569467473366]","[1, 2555.53305285715, 2712.709069011631]","[2, 2403.565133521799, 2312.829908069609]","[3, 2400.825291669834, 2117.1598602401523]","[4, 2439.1873657012025, 2142.689599950482]","[5, 2596.6764702075143, 2469.7027967193417]","[6, 2437.366159444291, 2166.1228089314227]","[7, 2361.912251295825, 2746.6339214296454]","[8, 2682.382367944594, 2623.9883118718594]","[9, 2424.407722594145, 2788.746211697808]","[10, 2568.72977694326, 2206.844106681046]","[11, 2434.4744033650163, 2141.1899203833345]","[12, 2915.906820356909, 2515.585509968003]","[13, 2682.0863785294164, 2328.1417037120964]","[14, 2359.5182196120304, 2541.142035541341]","[15, 2370.0803350828833, 2596.5103626129203]","[16, 2582.419971132297, 2216.489528314966]","[17, 2806.0643313642745, 2475.603540895972]","[18, 2561.4392466385275, 2717.9480948256164]","[19, 2317.724753570722, 2932.2872730118647]","[20, 2732.5361342462193, 2601.337532177085]","[21, 2470.3108775091937, 2419.525765080184]","[22, 2932.3155770404846, 2511.7690947086985]","[23, 2568.590231545828, 2450.6693401671387]","[24, 2781.691841951656, 2579.404476582803]"
141,"[0, 2957.4565642518382, 2509.9470370818117]","[1, 2555.3396533320474, 2709.7153093980864]","[2, 2402.3175696267076, 2310.101614770188]","[3, 2400.624222202838, 2114.1666059794115]","[4, 2439.7083501009665, 2139.7351837213087]","[5, 2598.655361658314, 2467.4480265257407]","[6, 2439.098819381772, 2168.571867840687]","[7, 2363.6455569220993, 2744.1853194599644]","[8, 2684.215732091001, 2626.3629225571444]","[9, 2425.263864967967, 2785.870969058352]","[10, 2570.6224905298313, 2204.5165252583656]","[11, 2435.569823128618, 2138.3970624310728]","[12, 2918.899038937581, 2515.8014450635333]","[13, 2681.18652276939, 2325.2798407504665]","[14, 2357.1272388545776, 2539.3300722366653]","[15, 2367.104756240511, 2596.1283540360178]","[16, 2581.509603972107, 2213.630991690459]","[17, 2804.124823247861, 2473.314805815984]","[18, 2561.307436860883, 2714.9509918606655]","[19, 2316.4249169005516, 2934.9910527053457]","[20, 2731.2289830620725, 2604.0377832361132]","[21, 2473.244696224229, 2420.152429062961]","[22, 2934.742865305925, 2510.0060655891275]","[23, 2571.3831921120545, 2449.574182061885]","[24, 2778.7409801821755, 2579.9452305170635]"
142,"[0, 2960.4160054868034, 2510.438674729665]","[1, 2555.2467630866427, 2706.7167478425554]","[2, 2404.7470168096443, 2311.8616677197665]","[3, 2400.6900876040518, 2111.1673291084103]","[4, 2440.2937828980525, 2136.79286007492]","[5, 2600.7129668893067, 2465.2648497776527]","[6, 2440.402193440898, 2165.869791590468]","[7, 2362.880301065024, 2747.0860751327523]","[8, 2685.431997667931, 2629.1053116700123]","[9, 2426.8678096654994, 2783.335744924817]","[10, 2572.6151568420123, 2202.2739194150886]","[11, 2438.3480112622487, 2139.529171389677]","[12, 2918.9517524196785, 2512.8019082178175]","[13, 2680.2968287978883, 2322.4148024196456]","[14, 2354.1304666435426, 2539.1909452616846]","[15, 2364.2925453656835, 2597.173088449877]","[16, 2581.685187395996, 2216.625849026169]","[17, 2802.3558049362814, 2470.891879029369]","[18, 2561.2184395380236, 2711.9523122384776]","[19, 2315.125080230381, 2937.6948323988267]","[20, 2729.479099173053, 2606.474565207269]","[21, 2475.9944620911083, 2421.3519238221593]","[22, 2937.2019855016038, 2508.2877152572087]","[23, 2574.2081891207044, 2448.564532666738]","[24, 2781.278968446118, 2578.3456632092925]"
143,"[0, 2963.400537361032, 2510.134422380925]","[1, 2556.7434596235407, 2709.316728511029]","[2, 2403.645683665079, 2309.071136353757]","[3, 2400.699363141674, 2108.167343447711]","[4, 2440.7617407833186, 2133.829582258444]","[5, 2602.8894968539034, 2463.2002148672595]","[6, 2441.254118895544, 2168.7462865095886]","[7, 2361.1481658811704, 2749.5355052103123]","[8, 2686.8344927566222, 2626.4533298589517]","[9, 2424.945166768579, 2785.638665742153]","[10, 2574.9253491214868, 2200.3600198273734]","[11, 2439.6941146020813, 2136.8481257357403]","[12, 2919.119062680573, 2509.8065773051135]","[13, 2680.539636274075, 2319.424644475739]","[14, 2351.6986126508023, 2537.4342192847625]","[15, 2361.3988226697456, 2597.9645231970376]","[16, 2581.29620517021, 2213.65117377868]","[17, 2802.711203679827, 2467.9130047901494]","[18, 2562.0822910499032, 2714.825248117578]","[19, 2313.8252435602108, 2940.3986120923078]","[20, 2730.7007430544722, 2609.2145626939446]","[21, 2478.764806096221, 2422.5030945711515]","[22, 2939.7326129893922, 2506.6765279564734]","[23, 2577.065757169996, 2447.6511297744337]","[24, 2783.925820992768, 2576.933511802292]"
144,"[0, 2966.3312035446775, 2509.493176936467]","[1, 2557.032770355321, 2706.3307112136113]","[2, 2406.1997851066417, 2310.644847199563]","[3, 2400.695648128221, 2105.167345747933]","[4, 2441.115778570735, 2130.850545963754]","[5, 2605.1577227119624, 2461.236760906294]","[6, 2442.9610324870428, 2166.2792141573545]","[7, 2363.231165862446, 2747.376544562684]","[8, 2688.657466929578, 2628.8359261664987]","[9, 2426.2784050336836, 2782.9511993277656]","[10, 2576.9133989221364, 2198.1133204727344]","[11, 2440.59496226804, 2133.9865748480684]","[12, 2919.3199039550923, 2506.813307724463]","[13, 2679.844716158601, 2316.5062397688644]","[14, 2349.2315628714923, 2535.72727306815]","[15, 2358.4049977879704, 2597.772136666156]","[16, 2581.631322564267, 2216.632397744135]","[17, 2803.087592797701, 2464.9367099069186]","[18, 2561.54902517451, 2711.873023954995]","[19, 2312.5254068900404, 2943.1023917857888]","[20, 2729.3179205432884, 2611.8768552966767]","[21, 2481.225058367404, 2424.2198236593126]","[22, 2942.2470932522283, 2505.0402550550884]","[23, 2579.958217251501, 2446.855092917939]","[24, 2786.736273949064, 2575.8840575724907]"
145,"[0, 2969.1936262662566, 2508.5951033520723]","[1, 2555.9248482910925, 2703.5427892814914]","[2, 2408.8036327706764, 2312.13480603876]","[3, 2400.502925854225, 2102.1735424602894]","[4, 2443.7373917840473, 2132.3090191927804]","[5, 2607.551825675496, 2459.4289249070953]","[6, 2444.6477016932663, 2163.798257287762]","[7, 2362.0153855887147, 2750.11914885897]","[8, 2690.2322866903014, 2631.389344017387]","[9, 2428.306050621925, 2780.740169393892]","[10, 2579.86434879033, 2197.57304750894]","[11, 2443.5909372068654, 2133.8312230990305]","[12, 2922.23063364017, 2507.5397047924694]","[13, 2680.2310044691117, 2313.5312134931546]","[14, 2346.231863861491, 2535.769768354928]","[15, 2355.4421783114904, 2598.2429877570453]","[16, 2582.948250549525, 2219.327894114313]","[17, 2803.6533037222034, 2461.990530830573]","[18, 2560.385692014808, 2709.1077652040753]","[19, 2311.22557021987, 2945.80617147927]","[20, 2728.839851330968, 2614.8385186516566]","[21, 2483.5441927334005, 2426.122877991814]","[22, 2944.836321167709, 2503.525032694609]","[23, 2582.884904898505, 2446.1959272203526]","[24, 2783.7870087441547, 2575.334662677074]"
146,"[0, 2972.1421043497653, 2508.0414997113076]","[1, 2557.4344667232617, 2706.13528849832]","[2, 2407.7993452898513, 2309.307898425155]","[3, 2400.6176667849663, 2099.1757375101947]","[4, 2446.7336489066415, 2132.458829924382]","[5, 2610.0555323712088, 2457.776214169597]","[6, 2447.528433390542, 2164.6357445344183]","[7, 2363.764558779242, 2747.681856683309]","[8, 2691.993442850287, 2633.817991579333]","[9, 2426.7605138400622, 2783.311417350801]","[10, 2582.8457280588877, 2197.2393145962483]","[11, 2446.535177905931, 2133.255509015508]","[12, 2922.051899928076, 2504.5450338155238]","[13, 2680.6609029807623, 2310.56217538803]","[14, 2343.7409573396817, 2534.09782795539]","[15, 2352.4443103329777, 2598.1299055594727]","[16, 2585.2604936263324, 2221.239315562805]","[17, 2803.677923009432, 2458.990631850491]","[18, 2560.0413787369803, 2706.1275893088114]","[19, 2309.9257335496995, 2948.509951172751]","[20, 2728.1477507794575, 2617.7575933041103]","[21, 2485.869476654312, 2428.0184134536694]","[22, 2947.3621248379613, 2501.9062937350054]","[23, 2585.837682490223, 2445.665734336726]","[24, 2786.7043385285733, 2574.6352436832344]"
147,"[0, 2974.943508724342, 2506.9681248792463]","[1, 2560.394859277028, 2705.6494120452935]","[2, 2406.801903184039, 2306.4785682490265]","[3, 2400.7667065901105, 2096.179441941249]","[4, 2449.728012762401, 2132.2750226902417]","[5, 2612.6520442158544, 2456.2735078640885]","[6, 2450.369163991983, 2165.600239039347]","[7, 2361.9027585633803, 2750.03423844574]","[8, 2693.2949975969755, 2636.520944638743]","[9, 2428.8389192568907, 2781.148033214015]","[10, 2580.476192188733, 2199.0792330074964]","[11, 2449.4766468647963, 2132.665796912841]","[12, 2921.685064558134, 2501.5675463157418]","[13, 2680.9931365425396, 2307.580628665198]","[14, 2340.74338121778, 2534.2183990688636]","[15, 2349.444608802121, 2598.0875885915366]","[16, 2587.9875681985804, 2222.4895412533897]","[17, 2803.97331062267, 2456.005209575846]","[18, 2563.0412177190874, 2706.096507458306]","[19, 2308.625896879529, 2951.213730866232]","[20, 2727.457429486507, 2620.677089238771]","[21, 2487.9136909882222, 2430.2141337812695]","[22, 2949.8671622902275, 2500.255600740308]","[23, 2588.8119373001678, 2445.2735502912587]","[24, 2789.672116470144, 2574.1967301834125]"
148,"[0, 2977.681997130646, 2505.743101920874]","[1, 2562.0319654765717, 2708.1633498510905]","[2, 2409.6393508245487, 2307.4526785545695]","[3, 2400.8828073028826, 2093.181689345638]","[4, 2450.5223528409274, 2129.3820961720517]","[5, 2615.3476493463713, 2454.956802513476]","[6, 2451.975445420973, 2163.066494780176]","[7, 2363.645915549768, 2747.5926398462952]","[8, 2695.1066084178065, 2638.9121924790657]","[9, 2430.5464056989636, 2778.681357302968]","[10, 2583.3289283373333, 2198.1508492148387]","[11, 2450.018201569221, 2129.7150819991098]","[12, 2921.0416500893953, 2498.6373555674427]","[13, 2681.009336737379, 2304.580672406569]","[14, 2337.746019973667, 2534.3441987997426]","[15, 2346.447999768034, 2598.230186967508]","[16, 2590.976185422231, 2222.750629534433]","[17, 2802.428436043934, 2453.4335636950964]","[18, 2564.4032254533527, 2708.7695085678833]","[19, 2307.3260602093587, 2953.917510559713]","[20, 2727.078057080393, 2623.6530053292345]","[21, 2489.457826946657, 2432.786223231866]","[22, 2947.8848229883165, 2502.507340266119]","[23, 2591.8031686601817, 2445.044345250151]","[24, 2792.652988178275, 2573.8584937872856]"
149,"[0, 2980.614285790468, 2505.1093170871336]","[1, 2563.6180826514765, 2710.7097654313666]","[2, 2408.6569104454998, 2304.6181043534566]","[3, 2400.6618922732246, 2090.189834310769]","[4, 2450.8896860916498, 2126.4046700549306]","[5, 2618.138853581777, 2453.8571757966965]","[6, 2451.5035725646885, 2166.029151697118]","[7, 2365.3503307120823, 2745.1238407547385]","[8, 2692.254485912943, 2637.9819251963713]","[9, 2429.266606503648, 2781.3946788872386]","[10, 2586.164772515757, 2197.1720807050765]","[11, 2450.737803507284, 2126.8026649529543]","[12, 2923.6919737170206, 2500.042981644624]","[13, 2680.963840120493, 2301.581017416766]","[14, 2334.749498155303, 2534.4886183000503]","[15, 2343.451486732114, 2598.374788577327]","[16, 2591.749206375122, 2219.851933516153]","[17, 2801.2897115247224, 2450.6580805895187]","[18, 2566.2358517625457, 2711.144688731756]","[19, 2306.0262235391883, 2956.621290253194]","[20, 2727.4360469838157, 2626.631569283399]","[21, 2491.0264510849906, 2435.343451870967]","[22, 2950.603258621596, 2503.7762404622404]","[23, 2594.8020547147494, 2444.9625991082335]","[24, 2790.061515884508, 2572.3471131765064]"
150,"[0, 2983.5990749851653, 2504.8075995649097]","[1, 2565.4563373177252, 2713.0805922453737]","[2, 2405.9260383161186, 2305.8600131314947]","[3, 2400.6067065248226, 2087.19034193152]","[4, 2453.8705221742985, 2126.743220270379]","[5, 2620.9951814733236, 2452.9399021319855]","[6, 2453.729929874626, 2164.0183475971403]","[7, 2363.229805965049, 2747.2459563965494]","[8, 2693.754542716925, 2640.5799686111022]","[9, 2431.36373519801, 2779.24943968396]","[10, 2584.0903767978584, 2199.33930990513]","[11, 2453.737400372133, 2126.85184470882]","[12, 2923.377306019102, 2497.059529912169]","[13, 2681.0829942176742, 2298.5833846338646]","[14, 2331.7529860694576, 2534.6332395964846]","[15, 2340.563535989847, 2597.562544457472]","[16, 2592.86579712968, 2217.067472152292]","[17, 2799.5156965800693, 2448.2388098365545]","[18, 2567.396700782306, 2713.9109912375066]","[19, 2304.726386869018, 2959.325069946675]","[20, 2726.393361496462, 2629.4445404838316]","[21, 2493.926085748998, 2434.5739593009657]","[22, 2951.608982554415, 2506.6026373506756]","[23, 2597.7988089232117, 2444.8230849008437]","[24, 2793.061510320252, 2572.3528911955636]"
151,"[0, 2986.564809836696, 2504.355474813965]","[1, 2564.566532990618, 2710.215588186134]","[2, 2403.6777411498547, 2307.8462557783455]","[3, 2400.6122749248666, 2084.1903470993707]","[4, 2454.128719626254, 2123.7543519099786]","[5, 2623.7984163300102, 2451.871316927962]","[6, 2455.6723998270686, 2161.7321257173007]","[7, 2364.955455347077, 2744.791952686221]","[8, 2695.3154529709327, 2643.141913024811]","[9, 2430.6328180518703, 2782.159037615888]","[10, 2586.665262056679, 2197.7998405472313]","[11, 2453.706898024512, 2123.851999778363]","[12, 2923.611754496565, 2494.068704957175]","[13, 2680.8968223630336, 2295.589166866143]","[14, 2328.753095375022, 2534.6588486073647]","[15, 2337.565567902768, 2597.6729407837615]","[16, 2595.769009617405, 2217.823353922885]","[17, 2798.2041465350926, 2445.540692626439]","[18, 2568.9343842504422, 2716.486943401624]","[19, 2303.4265501988475, 2962.028849640156]","[20, 2725.372222481762, 2632.265404733075]","[21, 2496.8197139670615, 2433.7821791953634]","[22, 2949.3582468202303, 2508.58611627793]","[23, 2600.788127016124, 2444.570147478962]","[24, 2796.0583756797555, 2572.4899970561537]"
152,"[0, 2989.5564996103335, 2504.1323329346283]","[1, 2566.315201337261, 2712.6532425942582]","[2, 2401.4294439835908, 2309.8324984251963]","[3, 2400.311957944812, 2081.2054166627454]","[4, 2457.072389506515, 2123.1757262658475]","[5, 2626.613479277528, 2450.8342920480713]","[6, 2454.6011230141503, 2164.5343330597548]","[7, 2362.738801262562, 2746.813448337862]","[8, 2697.0087558167984, 2645.618347048197]","[9, 2432.7351085614823, 2780.018856639149]","[10, 2584.2481006782145, 2199.576728520757]","[11, 2456.699184617792, 2123.637009211877]","[12, 2925.9962526658405, 2495.8891907386965]","[13, 2681.3734627990093, 2292.6272732328753]","[14, 2325.7554883214634, 2534.778648241984]","[15, 2334.7975257520065, 2596.516246073993]","[16, 2596.731137028546, 2214.9818207373087]","[17, 2797.285579167851, 2442.6847805143743]","[18, 2569.8738824901566, 2719.3360385312353]","[19, 2302.126713528677, 2964.732629333637]","[20, 2724.673545053539, 2635.1829122054373]","[21, 2499.7105036356893, 2432.980097471501]","[22, 2947.91378479728, 2511.215475413586]","[23, 2603.767523785827, 2444.2191561846516]","[24, 2794.578178680139, 2569.8805877662326]"
153,"[0, 2992.536955368175, 2504.474215188556]","[1, 2563.400277172885, 2711.9438646160706]","[2, 2399.181146817327, 2311.818741072047]","[3, 2400.4736299206575, 2078.209776134874]","[4, 2456.9249086521177, 2120.179353559126]","[5, 2629.4383881905546, 2449.82439619547]","[6, 2453.2841120498847, 2167.229788887626]","[7, 2364.446236295986, 2744.346736841429]","[8, 2699.238888422417, 2647.6249632450213]","[9, 2433.634308353801, 2782.8809257741445]","[10, 2586.7140890615046, 2197.8682492866196]","[11, 2456.382412467698, 2120.6537801886666]","[12, 2927.106662646773, 2493.102258792228]","[13, 2681.2843565863445, 2289.628596844389]","[14, 2322.7558855397624, 2534.7298307040237]","[15, 2331.7982308519436, 2596.5812853118146]","[16, 2596.842162056481, 2211.983875867373]","[17, 2795.8071196039664, 2440.074386421913]","[18, 2568.716999649549, 2716.568075003096]","[19, 2300.8268768585067, 2967.436409027118]","[20, 2724.104289935217, 2638.12840853208]","[21, 2502.598881663601, 2432.1693741106196]","[22, 2947.6938743455394, 2514.2074044557285]","[23, 2606.736214459641, 2443.7868649827865]","[24, 2797.529029420554, 2570.4214018819825]"
154,"[0, 2995.5368798931095, 2504.452935040634]","[1, 2564.8764935246577, 2714.555527933338]","[2, 2396.932849651063, 2313.804983718898]","[3, 2400.200490596447, 2075.2222361921167]","[4, 2459.8959935381713, 2120.594870826953]","[5, 2632.2714523685627, 2448.8376098136796]","[6, 2452.0268347950378, 2169.9536196284107]","[7, 2366.3352038803937, 2742.0161142926113]","[8, 2697.1181654273773, 2645.5030457211033]","[9, 2432.0197648372377, 2785.4094133127974]","[10, 2584.5546790803933, 2199.9507834480387]","[11, 2459.352654758066, 2121.075278393301]","[12, 2929.0478921180575, 2490.8149835268046]","[13, 2681.575382846077, 2286.642746259355]","[14, 2319.75689909811, 2534.807807128572]","[15, 2328.7992783254076, 2596.660555379206]","[16, 2597.4416931677106, 2209.044392503469]","[17, 2794.77860703311, 2437.2562022739926]","[18, 2570.3442471368544, 2719.088405460607]","[19, 2299.5270401883363, 2970.140188720599]","[20, 2723.889789809222, 2641.1207303222536]","[21, 2505.485250019692, 2431.351524666679]","[22, 2947.1151694916816, 2517.151058764937]","[23, 2609.6942830301923, 2443.287034679668]","[24, 2800.5194972240924, 2570.660362790914]"
155,"[0, 2998.535658526366, 2504.5385312363546]","[1, 2566.9485182137464, 2716.7250241162815]","[2, 2394.684552484799, 2315.7912263657486]","[3, 2400.17184058557, 2072.22237299909]","[4, 2458.979887650111, 2117.7381681819684]","[5, 2635.1112973524687, 2447.8705108180316]","[6, 2450.6324290584225, 2172.6098637139]","[7, 2368.071167473267, 2739.5693959998325]","[8, 2698.7316651185142, 2648.032199482088]","[9, 2432.9286496288296, 2782.5504050169693]","[10, 2586.8400165053577, 2198.007273001949]","[11, 2458.2813588466206, 2118.27307835224]","[12, 2931.6244898852738, 2489.2783820996365]","[13, 2681.5569104394112, 2283.642803131529]","[14, 2316.7579503839524, 2534.887221295154]","[15, 2325.800329992869, 2596.739983955697]","[16, 2597.2173537459794, 2206.0527922922347]","[17, 2793.8687271061003, 2434.3975105245336]","[18, 2571.333313071508, 2721.920674617468]","[19, 2298.227203518166, 2972.84396841408]","[20, 2722.9115958051775, 2643.9567727215226]","[21, 2508.369941582634, 2430.5277804183283]","[22, 2946.450456778388, 2520.076491554933]","[23, 2612.6422975762607, 2442.730967924531]","[24, 2803.480140692784, 2571.1447079687496]"
156,"[0, 3001.5288281508438, 2504.7408567144967]","[1, 2566.804728346093, 2713.7284720186267]","[2, 2392.436255318535, 2317.7774690125993]","[3, 2399.589552499127, 2069.279425397724]","[4, 2461.897735136534, 2118.435424265467]","[5, 2637.95679753376, 2446.920179971289]","[6, 2449.3081504927322, 2175.301756408725]","[7, 2365.7131667896106, 2741.424074617781]","[8, 2700.5353270889477, 2650.4294486340145]","[9, 2431.540179807172, 2785.209756733901]","[10, 2584.9632342755986, 2200.3477192119826]","[11, 2461.185324627363, 2119.0260609179586]","[12, 2934.478735401738, 2488.354649166509]","[13, 2681.923457542588, 2280.6652801305845]","[14, 2313.759002093917, 2534.9666514764094]","[15, 2323.5933157107193, 2594.707968217966]","[16, 2597.5212352662925, 2203.068222637894]","[17, 2793.076623078169, 2431.503970960447]","[18, 2572.6724759711615, 2724.6051937044167]","[19, 2296.9273668479955, 2975.547748107561]","[20, 2722.1660999480177, 2646.862669472434]","[21, 2511.253231729974, 2429.6991442338335]","[22, 2945.8425789695993, 2523.014260192791]","[23, 2615.5810705725976, 2442.1279643789353]","[24, 2806.440364838908, 2571.631609400977]"
157,"[0, 3004.512668083535, 2505.051821754455]","[1, 2568.851064812706, 2715.92221472583]","[2, 2390.187958152271, 2319.76371165945]","[3, 2399.3464260771593, 2066.289293370047]","[4, 2460.3801795772056, 2115.8475631555248]","[5, 2640.807026884088, 2445.9841283431565]","[6, 2447.8560923003706, 2177.9269282137684]","[7, 2367.412221312224, 2738.951583216545]","[8, 2702.4516451299005, 2652.7376351875496]","[9, 2432.4267472756565, 2782.3437493850224]","[10, 2587.075366126434, 2198.217250004346]","[11, 2459.5554820757084, 2116.507407853955]","[12, 2935.9448483193614, 2485.7373007157335]","[13, 2681.9986009347062, 2277.6662213664686]","[14, 2310.7702335406852, 2534.707301259108]","[15, 2320.5939646498127, 2594.64557259761]","[16, 2597.048902267901, 2200.1056390460553]","[17, 2790.1403371779725, 2430.888970869141]","[18, 2573.4675611123175, 2727.497915540044]","[19, 2295.627530177825, 2978.251527801042]","[20, 2721.61079748818, 2649.8108280804636]","[21, 2514.1353484879132, 2428.8664360054577]","[22, 2948.8220121501654, 2522.6635781109253]","[23, 2618.51151261108, 2441.4856953861495]","[24, 2808.0546181992463, 2569.1029366090493]"
158,"[0, 3007.501510509374, 2504.7933242621903]","[1, 2570.889511225239, 2718.1232908769966]","[2, 2387.9396609860073, 2321.749954306301]","[3, 2398.4883450764787, 2063.4146286945984]","[4, 2463.25795049962, 2116.695168321922]","[5, 2643.6612204077524, 2445.060234772732]","[6, 2446.4824080904364, 2180.593947465926]","[7, 2368.2027697248086, 2736.057618253495]","[8, 2704.5722472814405, 2654.859673480061]","[9, 2433.2076436957154, 2779.447165054964]","[10, 2585.622667297561, 2200.8420673527708]","[11, 2462.4123159038013, 2117.4231045715765]","[12, 2936.978981125608, 2482.9211740603705]","[13, 2682.4555051429547, 2274.701219082408]","[14, 2307.7704803344704, 2534.668821370792]","[15, 2317.594181716827, 2594.6094844421227]","[16, 2597.119931821618, 2197.106480030181]","[17, 2787.1774813856728, 2430.418348351578]","[18, 2574.2870428072815, 2730.3838209008654]","[19, 2294.3276935076547, 2980.955307494523]","[20, 2721.211141353182, 2652.7840880714093]","[21, 2517.016481004459, 2428.030328702473]","[22, 2951.734660625431, 2521.944913474579]","[23, 2621.4345455645635, 2440.8105077434534]","[24, 2810.548399583101, 2567.435287242564]"
